county,office,district,party,candidate,votes
ALLEGAN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,DEMOCRATIC,KAMALA D. HARRIS,25637
ALLEGAN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,REPUBLICAN,DONALD J. TRUMP,45206
ALLEGAN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,LIBERTARIAN,CHASE OLIVER,367
ALLEGAN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,RANDALL TERRY,89
ALLEGAN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NATURAL LAW,"ROBERT F. KENNEDY, JR.",382
ALLEGAN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,JOSEPH KISHORE,22
ALLEGAN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,CORNEL WEST,27
ALLEGAN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,JAY J BOWMAN,0
ALLEGAN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CLAUDIA DE LA CRUZ,0
ALLEGAN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CHERUNDA LYNN FOX,1
ALLEGAN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,PETER SONSKI,22
ALPENA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,GREEN,JILL STEIN,22
ALPENA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,DEMOCRATIC,KAMALA D. HARRIS,6038
ALPENA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,REPUBLICAN,DONALD J. TRUMP,10967
ALPENA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,LIBERTARIAN,CHASE OLIVER,76
ALPENA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,RANDALL TERRY,25
ALPENA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NATURAL LAW,"ROBERT F. KENNEDY, JR.",73
ALPENA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,JOSEPH KISHORE,4
ALPENA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,CORNEL WEST,5
ALPENA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,JAY J BOWMAN,0
ALPENA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CLAUDIA DE LA CRUZ,2
ALPENA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CHERUNDA LYNN FOX,0
ALPENA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,PETER SONSKI,1
ANTRIM,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,GREEN,JILL STEIN,29
ANTRIM,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,DEMOCRATIC,KAMALA D. HARRIS,6330
ANTRIM,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,REPUBLICAN,DONALD J. TRUMP,10341
ANTRIM,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,LIBERTARIAN,CHASE OLIVER,70
ANTRIM,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,RANDALL TERRY,16
ANTRIM,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NATURAL LAW,"ROBERT F. KENNEDY, JR.",81
ANTRIM,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,JOSEPH KISHORE,9
ANTRIM,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,CORNEL WEST,6
ANTRIM,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,JAY J BOWMAN,0
ANTRIM,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CLAUDIA DE LA CRUZ,1
ANTRIM,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CHERUNDA LYNN FOX,0
ANTRIM,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,PETER SONSKI,0
ARENAC,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,GREEN,JILL STEIN,13
ARENAC,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,DEMOCRATIC,KAMALA D. HARRIS,2662
ARENAC,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,REPUBLICAN,DONALD J. TRUMP,6379
ARENAC,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,LIBERTARIAN,CHASE OLIVER,42
ARENAC,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,RANDALL TERRY,14
ARENAC,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NATURAL LAW,"ROBERT F. KENNEDY, JR.",43
ARENAC,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,JOSEPH KISHORE,4
ARENAC,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,CORNEL WEST,1
ARENAC,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,JAY J BOWMAN,0
ARENAC,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CLAUDIA DE LA CRUZ,0
ARENAC,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CHERUNDA LYNN FOX,0
ARENAC,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,PETER SONSKI,0
BARAGA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,GREEN,JILL STEIN,9
BARAGA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,DEMOCRATIC,KAMALA D. HARRIS,1488
BARAGA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,REPUBLICAN,DONALD J. TRUMP,2779
BARAGA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,LIBERTARIAN,CHASE OLIVER,13
BARAGA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,RANDALL TERRY,11
BARAGA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NATURAL LAW,"ROBERT F. KENNEDY, JR.",29
BARAGA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,JOSEPH KISHORE,1
BARAGA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,CORNEL WEST,2
BARAGA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,JAY J BOWMAN,0
BARAGA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CLAUDIA DE LA CRUZ,0
BARAGA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CHERUNDA LYNN FOX,0
BARAGA,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,PETER SONSKI,0
BARRY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,GREEN,JILL STEIN,68
BARRY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,DEMOCRATIC,KAMALA D. HARRIS,12391
BARRY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,REPUBLICAN,DONALD J. TRUMP,25650
BARRY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,LIBERTARIAN,CHASE OLIVER,178
BARRY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,RANDALL TERRY,66
BARRY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NATURAL LAW,"ROBERT F. KENNEDY, JR.",244
BARRY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,JOSEPH KISHORE,13
BARRY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,CORNEL WEST,11
BARRY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,JAY J BOWMAN,0
BARRY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CLAUDIA DE LA CRUZ,0
BARRY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CHERUNDA LYNN FOX,0
BARRY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,PETER SONSKI,4
BAY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,GREEN,JILL STEIN,136
BAY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,DEMOCRATIC,KAMALA D. HARRIS,25767
BAY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,REPUBLICAN,DONALD J. TRUMP,34792
BAY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,LIBERTARIAN,CHASE OLIVER,195
BAY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,RANDALL TERRY,66
BAY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NATURAL LAW,"ROBERT F. KENNEDY, JR.",288
BAY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,JOSEPH KISHORE,53
BAY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,CORNEL WEST,34
BAY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,JAY J BOWMAN,0
BAY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CLAUDIA DE LA CRUZ,3
BAY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CHERUNDA LYNN FOX,0
BAY,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,PETER SONSKI,4
BENZIE,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,GREEN,JILL STEIN,36
BENZIE,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,DEMOCRATIC,KAMALA D. HARRIS,5780
BENZIE,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,REPUBLICAN,DONALD J. TRUMP,6895
BENZIE,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,LIBERTARIAN,CHASE OLIVER,54
BENZIE,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,RANDALL TERRY,13
BENZIE,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NATURAL LAW,"ROBERT F. KENNEDY, JR.",58
BENZIE,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,JOSEPH KISHORE,4
BENZIE,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,CORNEL WEST,5
BENZIE,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,JAY J BOWMAN,0
BENZIE,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CLAUDIA DE LA CRUZ,0
BENZIE,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CHERUNDA LYNN FOX,0
BENZIE,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,PETER SONSKI,1
BERRIEN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,GREEN,JILL STEIN,236
BERRIEN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,DEMOCRATIC,KAMALA D. HARRIS,38323
BERRIEN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,REPUBLICAN,DONALD J. TRUMP,44975
BERRIEN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,LIBERTARIAN,CHASE OLIVER,360
BERRIEN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,RANDALL TERRY,107
BERRIEN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NATURAL LAW,"ROBERT F. KENNEDY, JR.",382
BERRIEN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,JOSEPH KISHORE,31
BERRIEN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,CORNEL WEST,64
BERRIEN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,JAY J BOWMAN,0
BERRIEN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CLAUDIA DE LA CRUZ,2
BERRIEN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CHERUNDA LYNN FOX,0
BERRIEN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,PETER SONSKI,8
BRANCH,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,GREEN,JILL STEIN,77
BRANCH,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,DEMOCRATIC,KAMALA D. HARRIS,5911
BRANCH,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,REPUBLICAN,DONALD J. TRUMP,14848
BRANCH,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,LIBERTARIAN,CHASE OLIVER,77
BRANCH,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,RANDALL TERRY,39
BRANCH,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NATURAL LAW,"ROBERT F. KENNEDY, JR.",113
BRANCH,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,JOSEPH KISHORE,11
BRANCH,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,CORNEL WEST,12
BRANCH,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,JAY J BOWMAN,0
BRANCH,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CLAUDIA DE LA CRUZ,0
BRANCH,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CHERUNDA LYNN FOX,0
BRANCH,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,PETER SONSKI,1
CALHOUN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,GREEN,JILL STEIN,170
CALHOUN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,DEMOCRATIC,KAMALA D. HARRIS,28988
CALHOUN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,REPUBLICAN,DONALD J. TRUMP,38606
CALHOUN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,LIBERTARIAN,CHASE OLIVER,262
CALHOUN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,U.S. TAXPAYERS,RANDALL TERRY,70
CALHOUN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NATURAL LAW,"ROBERT F. KENNEDY, JR.",331
CALHOUN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,JOSEPH KISHORE,16
CALHOUN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,NO PARTY AFFILIATION,CORNEL WEST,47
CALHOUN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,JAY J BOWMAN,0
CALHOUN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CLAUDIA DE LA CRUZ,8
CALHOUN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,CHERUNDA LYNN FOX,0
CALHOUN,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,WRITE-IN,PETER SONSKI,7
CASS,ELECTORS OF PRESIDENT AND VICE-PRESIDENT OF THE UNITED STATES 4 YEAR TERM (1) POSITION,0,GREEN,JILL STEIN,49
